Feature,Importance
0,Gender,0.01836940227334871
1,Self_Employed,0.024059032756330638
2,Education,0.02526169448726168
3,Married,0.02816925512812106
4,Dependents,0.04822194020412611
5,Loan_Amount_Term,0.05524361656586934
6,Property_Area,0.0568132073526037
7,CoapplicantIncome,0.12447632753439578
8,ApplicantIncome,0.1905046317772111
9,LoanAmount,0.19741223841715463
10,Credit_History,0.2314686535035772
